
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-1631                      FECHA :12/06/2023
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS EW EL SALADO
N° INSTR. DE EMBARQUE : 28009
CLIENTE      : MAERSK BISCAYNE
Lote Sipa    : 23050422

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

01RJ    FRANJA ROJA               2,013           2,014                    82                           E-1631 
01RJ    FRANJA ROJA               1,939           1,940                    95                           E-1632 
01RJ    FRANJA ROJA               1,972           1,973                    100                          E-1633 
01RJ    FRANJA ROJA               1,947           1,948                    82                           E-1634 
01RJ    FRANJA ROJA               1,951           1,952                    89                           E-1635 
01RJ    FRANJA ROJA               1,974           1,975                    87                           E-1636 
01RJ    FRANJA ROJA               2,021           2,022                    93                           E-1637 
01RJ    FRANJA ROJA               1,992           1,993                    86                           E-1638 
01RJ    FRANJA ROJA               1,968           1,969                    62                           E-1639 
01RJ    FRANJA ROJA               1,948           1,949                    81                           E-1640 
01RJ    FRANJA ROJA               1,975           1,976                    84                           E-1641 
01RJ    FRANJA ROJA               2,020           2,021                    110                          E-1642 
01RJ    FRANJA ROJA               2,022           2,023                    78                           E-1643 
01RJ    FRANJA ROJA               2,014           2,015                    85                           E-1644 
01RJ    FRANJA ROJA               1,926           1,927                    80                           E-1750 
01RJ    FRANJA ROJA               2,022           2,023                    95                           E-1751 
01RJ    FRANJA ROJA               2,061           2,062                    60                           E-1752 
01RJ    FRANJA ROJA               2,055           2,056                    70                           E-1753 
01RJ    FRANJA ROJA               2,030           2,031                    110                          E-1754 
01RJ    FRANJA ROJA               2,015           2,016                    75                           E-1755 
01RJ    FRANJA ROJA               2,037           2,038                    81                           E-1756 
01RJ    FRANJA ROJA               2,052           2,053                    88                           E-1757 
01RJ    FRANJA ROJA               2,030           2,031                    93                           E-1758 
01RJ    FRANJA ROJA               2,039           2,040                    76                           E-1759 
01RJ    FRANJA ROJA               2,026           2,027                    61                           E-1760 
01RJ    FRANJA ROJA               2,004           2,005                    65                           E-1761 
01RJ    FRANJA ROJA               1,953           1,954                    71                           E-1762 
01RJ    FRANJA ROJA               1,980           1,981                    99                           E-1763 


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =28      TOT.UNID. = 2338   T/P NETO (kg) = 55,986      T/P BRUTO (kg) = 56,014
------------------------------------------------------------------------------------------------------------------------
