
EMPRESA NACIONAL DE MINERIA (ENM) PRODUCTOR          PACKING LIST                             PAG.  :   1
NATIONAL MINING COMPANY                       CODIGO DE LOTE   : E-11260                      FECHA :06/06/2019
                                              -----------------------------
FLUJO        : 
DESCRIPCION  : CATODOS GRADO A
N° INSTR. DE EMBARQUE : 25289
CLIENTE      : NORDIC BEIJING
Lote Sipa    : 19050441

----------------------------------------------------------------------------------------------------------------------------- 
MARCA       DESCRIPCION         PESO NETO      PESO BRUTO     GRUPO     UNIDADES       UBICACION         SERIE                
-----------------------------------------------------------------------------------------------------------------------------

X1AM    EQUIS FRANJA AMARILLA     2,459           2,460         40         20                           E-11260
X1AM    EQUIS FRANJA AMARILLA     2,429           2,430         40         20                           E-11261
X1AM    EQUIS FRANJA AMARILLA     2,428           2,429         40         20                           E-11262
X1AM    EQUIS FRANJA AMARILLA     2,342           2,343         40         20                           E-11263
X1AM    EQUIS FRANJA AMARILLA     2,438           2,439         40         20                           E-11264
X1AM    EQUIS FRANJA AMARILLA     2,518           2,519         40         20                           E-11265
X1AM    EQUIS FRANJA AMARILLA     2,488           2,489         40         20                           E-11266
X1AM    EQUIS FRANJA AMARILLA     2,257           2,258         40         20                           E-11267
X1AM    EQUIS FRANJA AMARILLA     2,460           2,461         40         20                           E-11268
X1AM    EQUIS FRANJA AMARILLA     2,461           2,462         40         20                           E-11269
X1AM    EQUIS FRANJA AMARILLA     2,387           2,388         40         20                           E-11270
X1AM    EQUIS FRANJA AMARILLA     2,473           2,474         40         20                           E-11271
X1AM    EQUIS FRANJA AMARILLA     2,441           2,442         40         20                           E-11272
X1AM    EQUIS FRANJA AMARILLA     2,422           2,423         40         20                           E-11273
X1AM    EQUIS FRANJA AMARILLA     2,438           2,439         40         20                           E-11274
X1AM    EQUIS FRANJA AMARILLA     2,006           2,007         40         20                           E-11275
X1AM    EQUIS FRANJA AMARILLA     2,505           2,506         40         20                           E-11276
X1AM    EQUIS FRANJA AMARILLA     2,376           2,377         40         20                           E-11277
X1AM    EQUIS FRANJA AMARILLA     2,465           2,466         40         20                           E-11278
X1AM    EQUIS FRANJA AMARILLA     2,413           2,414         40         20                           E-11279
X1AM    EQUIS FRANJA AMARILLA     2,432           2,433         40         20                           E-11280
X1AM    EQUIS FRANJA AMARILLA     2,370           2,371         40         20                           E-11281
X1AM    EQUIS FRANJA AMARILLA     2,506           2,507         40         20                           E-11282
X1AM    EQUIS FRANJA AMARILLA     2,382           2,383         40         20                           E-11283
X1AM    EQUIS FRANJA AMARILLA     2,440           2,441         40         20                           E-11284
X1AM    EQUIS FRANJA AMARILLA     2,465           2,466         40         20                           E-11285
X1AM    EQUIS FRANJA AMARILLA     2,401           2,402         40         20                           E-11286
X1AM    EQUIS FRANJA AMARILLA     2,526           2,527         40         20                           E-11287
X1AM    EQUIS FRANJA AMARILLA     2,361           2,362         40         20                           E-11288
X1AM    EQUIS FRANJA AMARILLA     2,457           2,458         40         20                           E-11289
X1AM    EQUIS FRANJA AMARILLA     2,437           2,438         40         20                           E-11290
X1AM    EQUIS FRANJA AMARILLA     2,461           2,462         40         20                           E-11291
X1AM    EQUIS FRANJA AMARILLA     2,449           2,450         40         20                           E-11292
X1AM    EQUIS FRANJA AMARILLA     2,265           2,266         40         20                           E-11293
X1AM    EQUIS FRANJA AMARILLA     2,167           2,168         27         20                           E-11294
X1AM    EQUIS FRANJA AMARILLA     2,260           2,261         27         20                           E-11295
X1AM    EQUIS FRANJA AMARILLA     2,309           2,310         27         20                           E-11296
X1AM    EQUIS FRANJA AMARILLA     2,249           2,250         27         20                           E-11297
X1AM    EQUIS FRANJA AMARILLA     2,236           2,237         27         20                           E-11298
X1AM    EQUIS FRANJA AMARILLA     2,294           2,295         27         20                           E-11299
X1AM    EQUIS FRANJA AMARILLA     2,206           2,207         27         20                           E-11300
X1AM    EQUIS FRANJA AMARILLA     2,033           2,034         27         20                           E-11301


------------------------------------------------------------------------------------------------------------------------
T.SUB-LOTES              TOT.PAQUETES =42      TOT.UNID. = 840   T/P NETO (kg) = 99,912      T/P BRUTO (kg) = 99,954
------------------------------------------------------------------------------------------------------------------------
